Stemmed User Reviews
"['4', 'charasmat', 'lead', 'good', 'chemistri', 'servic', 'noisi', ',', 'bloat', 'mess', 'movi', '.']"
"['like', 'd-team']"
"['fool', ',', 'fli', 'fall', 'tank', '?']"
"['circl', 'quit', 'golden', ',', ""n't"", 'collaps']"
"['long', ',', 'bore', 'overr']"
"['silli', 'sequel', ':', '10', 'top', 'reason', 'watch', 'crap', ':']"
"['fun', ',', 'feel', 'like', 'fifth', 'film', 'franchis', 'struggl', 'maintain', 'relev', ',', 'follow-up', 'perhap', 'promis', 'new', 'properti', 'hollywood', '.']"
"['matthew', 'maketh', 'mess', '.']"
"['great', 'cast', ',', 'pretti', 'aw', 'movi']"
"['satir', 'spi', 'action', 'hijink', '...']"
"['hyperbol', ',', 'brand-advertis', 'inordin', 'smug', 'hotchpotch', 'half-bak', 'cash', 'cow']"
"['much', 'cgi', 'annoy', 'joke']"
"['entertain', ',', 'never', 'quit', 'reach', 'height', 'predecessor']"
['disappoint']
"['good', 'origin', 'still', 'entertain']"
"['foul', 'witless', 'trivial', 'overblown', 'dumb', 'bore', 'rot', 'piffal']"
"['take', 'low', 'road']"
"[""n't"", 'get', 'wors']"
"['solid', 'follow-up', '2015', 'film']"
"['lame', ',', 'forc', 'comedi', 'fill', 'instantli', 'forgett', 'sequel']"
"['bummer', '!']"
"['kingsman', 'golden', 'circl', ':', 'stuff', 'good', '?']"
"['lesser', 'sequel']"
"['feel', 'like', 'tornado', 'trailer', 'park', '.']"
"['overlong', ',', 'flashi', 'cgi', 'driven', 'nonsens']"
"['rubbish', '!', '!']"
"['feel', 'good', 'comedi', 'spi', 'film', 'lot', 'adventur']"
"['kingsman', ':', 'golden', 'circl']"
"['rather', 'enjoy', '...']"
"['surprisingli', ',', ""'s"", 'bad', ',', 'guy']"
"['one', 'best', 'anim', 'experi']"
"['fun', 'entir', 'fam', '.']"
"['anim', 'gem', '!']"
"['bad', 'guy', 'taught', 'us', 'one', 'thing', ';', 'never', 'judg', 'film', 'trailer/post', '.']"
"['deserv', 'dreamwork', ""'"", 'next', 'big', 'franchis', '.']"
"['fun', ',', 'charact', 'driven', 'movi', 'work', ',', 'even', 'fault', 'definit']"
"['better', 'cake']"
"['surprisingli', 'good']"
"['bad', 'guy', 'good', '!']"
"['actual', 'one', '...']"
"['overnight', 'viral', 'sensat', '...']"
"['return', 'form', 'dreamwork', '!']"
"['style', '😫😍']"
"['fun', ',', 'action', ',', 'laugh', ',', 'lot', 'crime', 'film', 'homag']"
"['great', 'anim', 'movi']"
"['bad', 'bad', 'guy']"
"['knew', 'good']"
['fun']
"['listen', '!', ""'m"", '51', 'year', 'old', 'male', '..']"
"['predictable/clich', 'watchabl', '.']"
"['bad', '...', 'get', '?']"
"['bad', 'guy', 'rob', 'box', 'offic', 'best', 'bad', 'guy', 'know', ""'m"", 'say']"
"['love', 'film', ',', 'great', 'famili', 'film', '.']"
"['mainstream', 'comedi', 'done', 'right']"
"['movi', 'review', ':', 'game', 'night']"
"['better', 'funnier', 'thought', 'would', '.', 'let', ""'s"", 'game', 'night', '!']"
"['win', 'comedi']"
"['classic', 'comedi', 'thriller', 'brilliant', 'dialogu', 'memor', 'charact', '.']"
"['entertain', 'averag', 'board', 'game']"
"['movi', 'play', 'card', 'right', '!']"
"['funni', ',', 'funni', 'movi', '.', 'rachel', 'mcadam', 'great', '!']"
"['small', 'surpris']"
"['legitim', 'hilari', 'comedi', 'surprisingli', 'strong', 'peripher', 'plot', ',', 'game', 'night', 'way', 'much', 'fun', 'love']"
"['vulgar', ',', 'violent', ',', 'solidli', 'r-rate', 'comedi', 'nevertheless', 'sophist', 'rather', 'gross', '.']"
"['could', ""n't"", 'stop', 'laugh']"
"['surprisingli', 'funni']"
"['game', 'set', 'match', '.']"
"['fun', 'film']"
"['amus', 'adults-onli', 'comedi', ',', 'game', 'changer', '.']"
"['fun', ',', 'time', 'genuin', 'funni', ',', 'alway', 'entertain', '.']"
"[""n't"", 'listen', 'bad', 'review', '...', 'pretti', 'good', 'comedi']"
"['``', 'game', 'night', ""''"", 'winner', '!']"
"['hilari', ',', 'stupid', ',', 'lot', 'fun', '.']"
"['jason', 'bateman', 'shine']"
"['love', 'good', '``', 'game', 'night', ""''"", '?']"
"['night', 'game', 'one', ""n't"", 'want', 'miss']"
"['funni', 'hint', 'unpredict']"
"['hilari', 'watch', '!']"
"['fan', 'milli', 'bobbi', 'brown']"
"['sherlock', 'holm', 'fan', ',', 'bad', 'either', '.']"
"['cute', 'littl', 'movi']"
"['perfect', '15', 'yro', 'girl']"
"['man', 'love', 'movi', '?']"
"['could', 'much', '...']"
"['fun', ',', 'sweet', 'uplift']"
"['oh', 'ironi', '......']"
"['target', 'audienc']"
"['charm', 'film', '-', 'good', 'whole', 'famili', '!']"
"['bit', 'lost']"
"['milli', 'bobbi', 'brown', 'solv', 'dull', 'mysteri', 'netflix', ""'s"", 'disappoint', 'enola', 'holm']"
"['famili', 'entertain']"
"[""'s"", 'good', 'famili', 'fun', ',', 'taken', 'serious', '.']"
"['teen', 'version', 'guy', 'ritchi', 'genr']"
"['pleas', 'make', 'sequel']"
"['fast-pac', 'forgett', 'addit', 'sherlock', 'cannon']"
"['milli', 'enola']"
"[""'m"", 'woman']"
"['one', 'purist']"
"['bit', 'bore']"
"['enola', 'holm']"
"['``', 'fun', 'famili', '(', 'fandom', ')', '.', ""''""]"
"['break', 'fourth', 'wall', 'femin']"
"['rate', 'higher', '!']"
"['sure', 'fan', 'favorit', '-', 'full', 'classic', 'crime', 'fight', 'battl', 'well', 'heartfelt', 'messag']"
"['recent', 'turn', '30', 'day', 'ago', 'realli', 'enjoy', 'leagu', 'super-pet']"
"['think', 'adult', 'like']"
"['keep', 'mind', ""'s"", 'adult', ',', 'great', 'children', ""'s"", 'film', '.']"
"['surprisingli', 'compet', 'charm']"
['multi-paw']
"['lot', 'fun', '!']"
"['superpet', 'review', ':', 'surpris']"
"['fun', 'movi', 'watch', '.']"
"['famili', ""'s"", 'best', 'friend', 'fun', 'movi', 'go']"
"['would', 'expect', '.']"
['dcu']
"['fun', 'cute']"
"['one', 'best', 'dc', 'film', 'ever']"
"['secret', 'live', 'pet', 'get', 'mix', 'dc', 'univers']"
"['funni', 'hell']"
"['pet', 'take', 'hero']"
"['fun', 'adult', 'well', 'kid', '!']"
"[""'m"", 'sure', 'guinea', 'pig', 'could', 'make', 'anyon', '.', '.', '.']"
"['much', 'love', 'super-pet', '!', '!', '!']"
['weak']
"['fun', 'film', 'great', 'time', '!']"
"['dc', 'stirk', '!', '!']"
"['krypto', 'movi', 'need', 'made']"
"['big', 'laugh', ',', 'big', 'fun', ',', 'lot', 'heart', ',', 'poor', 'man', ""'s"", 'secret', 'life', 'pet', '.']"
"['ca', ""n't"", 'find', 'wow', 'factor']"
"['big', 'giant', 'mess', '!']"
['mess']
['4/10']
"['caricatur', 'movi']"
"['disappear', 'mind', 'soon', ""'s""]"
"['term', 'plot', ',', 'complet', 'mess']"
"['unbeliev', '—', 'good', 'way']"
"['miss', '``', 'magic', ""''"", 'first', ',', 'still', 'entertain']"
"['good', 'sequel', 'full', 'twist', 'fun']"
"['cheaper', 'way', 'get', 'sleep']"
['disappoint']
"['plastic', 'fantast', '-', 'bore', 'unbeliev']"
"['love', '!']"
"['review', 'fake', ',', 'big', 'name', ""n't"", 'help', 'bad', 'movi']"
"['``', 'go', 'show', 'peopl', 'never', 'forget', '.', ""''""]"
"['throw', 'logic', 'realism']"
"['autist', 'review', 'opinion', 'movi', '.']"
"['good', 'first', 'one', 'good', 'enough']"
"['dull', ',', 'cheap', 'near', 'prequel']"
"['spoiler-fre', 'review']"
['inarticul']
"['see', '2']"
"['see', '2', '-', 'review', ':', 'cash', 'grab']"
"['nysm2', 'liter', 'fatal', 'misdirect', 'littl', 'way', 'fresh', 'excit', '.']"
"['hardcor', 'comedi', 'adult', '.']"
"['sicken', ',', 'deprav', ',', 'disgust', '...', 'hilari', '!']"
"['mix', 'bag', 'outrag', 'humor']"
"['pueril', 'comedi', 'slapstick', '-', 'love', '!']"
"['man', 'know', 'funni']"
"['non-stop', 'gag', '...']"
"['either', 'rais', 'lower', 'bar', 'filth']"
"['scene', 'movi', 'never', 'un-se', '.', 'said', '...', 'realli', 'realli', 'enjoy', 'recommend', '.']"
"['liam', 'gallagh', ""'s"", 'best', 'role', 'date', '!']"
"['grimsbi', 'funni', 'one', '!']"
"['incred', 'raunchi', '&', 'silli', 'yet', 'laugh', 'time']"
"['laugh', 'much', 'cinema', 'sinc', 'parol', 'offic']"
"['love', 'hate']"
"['spi', 'satir', 'game-styl', 'stori']"
"['take', 'gross', 'new', 'depth']"
"['grim', 'good']"
"[""'s"", 'noth', 'grim', '``', 'grimsbi', ""''""]"
"['funniest', 'move', 'year', 'kill', 'bad', 'market', 'poor', 'studio', 'choic']"
"['first', ""'ll"", 'rub', 'eye', ',', ""'ll"", 'need', 'wash']"
"['happen', 'once-brav', 'comedian', 'conform', 'mainstream', 'standard']"
"[""'s"", 'bonker', '.']"
"['clumsi', ',', 'rude', 'funni']"
"['ye', 'stupid', 'funni', '.']"
"['atroci', 'everi', 'way']"
"['excel', 'gut', 'bust', 'humor', 'sensit', 'folk', 'stick', 'pg', 'pc']"
"['fast', '&', 'furiou', '6', 'best', 'film', 'franchis', 'love', 'death', '!']"
"['build', 'upon', 'win', 'blockbust', 'formula', 'fast', 'five', '.']"
"['``', 'vehicular', 'warfar', '.', ""''""]"
['beastli']
"['hail', ',', 'hail', 'gang', ""'s"", '-', 'minu', 'one']"
"['fast', '&', 'furiou', '6']"
"['brainless', 'overr', ',', 'longest', 'take-off', 'strip', 'world']"
"['pretti', 'ace', 'film', '!']"
"['big', 'movi', 'fun', 'time', '!']"
"['movin', ""'"", '!']"
"['inde', 'guy', ""'s"", 'movi', '...']"
"['bold', 'imagin', 'beauti', 'execut', 'exhilar', 'car', 'chase', 'ever', 'done', 'film', 'make', 'unequivoc', 'franchis', 'best', 'thu', 'far']"
"[""n't"", 'get', 'previou', 'instal', 'well', 'receiv', '.', ""'re"", 'utterli', 'stupid', '.']"
"['pure', 'entertain']"
"['fast', 'car', ',', 'tank', 'plane', 'oh']"
"['incred', '!', 'thoroughli', 'enjoy', '!']"
"['whole', 'new', 'stratospher', 'action', ',', '``', 'f', '&', 'f6', ""''"", 'start', 'separ', 'junki', 'need', 'substanc']"
"['physic', 'defi', 'entertain']"
"['amazingli', 'faster', 'furiou', 'ever']"
"['thrill', 'ride', 'par', 'excel']"
"['action', 'franchis', ""n't"", 'ga', 'yet']"
"['idl', ""'furiou"", ""'"", 'need', 'tuneup']"
"['number', '6', 'winner']"
"['life', 'speed', 'famili', 'two', 'best', 'thing']"
"['ok', '.']"
"['ok', ',', ""'ll"", 'confess', ',', 'movi', 'definit', 'junk', 'food', 'mind', ',', 'like', 'eat', 'twinki', '-', 'fun', 'watch']"
"['small', 'movi', 'big', 'heart', 'highli', 'underr']"
"['flaw', 'fun']"
['underr']
"['thought', 'decent']"
"['well', 'made', 'action', 'movi', 'air', 'mystiqu']"
"['loner', 'assassin', 'face', 'supernatur', 'warrior', 'impress', 'fight', 'breathtak', 'action']"
"['star', ',', 'jennif', 'garner', ',', 'make', 'worthwhil']"
"['lusciou', 'ladi', 'red']"
"['noth', 'valu', '\x96', 'pretti', 'much', 'templat', 'make', 'bad', 'action/superhero', 'movi']"
"['insan', 'fun', 'entic', 'movi']"
"['intens', '!']"
"['superb', ""'difficult"", ""'"", 'comic', 'book', 'film']"
"['jennif', 'garner', 'spectacular', 'elektra', ',', 'bob', 'sapp', 'rule', ',', '!']"
"['better', 'expect']"
"['second', 'life', ',', 'second', 'chanc']"
"['great', 'entertain', 'film']"
['mess']
"['poor', 'man', ""'s"", 'daredevil', '!']"
"['boy', ""'s"", 'ponder', 'take', 'girl', 'power']"
"['weak', 'vehicl']"
"['electra', 'know', '...']"
"['special-effect', 'extravaganza', '.', 'lack', 'stori', 'charact', 'develop', ',', 'visual', 'stun', 'surreal', 'atmospher', 'terrif', 'action', 'sequenc', '.', 'thumb', '!']"
"['everyon', 'look', 'pain']"
"['ok', 'film']"
"['eye', 'candi', 'no-brain', 'fun', 'watch']"
"[""'s"", 'fun', '!']"
"['music', 'video', 'entertain']"
"['high-spirit', ',', 'infecti', 'ridicul']"
"['golden', 'turkey', 'award', 'nomin']"
"['silli', ',', 'quit', 'enjoy', ""'re"", 'mood', '.']"
"['charli', 'would', 'approv', '.']"
"['``', 'angel', 'conclud', 'broadcast', 'day', ""''""]"
"['solid', 'fun']"
"['simpli', 'brilliantli', 'silli', 'fun', 'make', 'smile', 'everi', 'time', 'watch', '.']"
['chad']
"['plain', 'fun', '!']"
"['enjoy', 'movi', 'also', 'littl', 'silli']"
"['fun', 'movi', 'base', '1970', 'show']"
"['angel', 'fallen', '(', 'big', 'time', ')']"
"['entertain', 'fluff']"
"[""'s"", 'hard', 'like', 'girl']"
"['ravish', 'lethal', 'detect', 'rescu', 'stolen', 'softwar', '.']"
"['annoy', 'music', 'video', '.', 'girl', 'power', '?', ""n't"", 'make', 'laugh', '(', 'cri', ')', '.']"
"['enjoy', 'piec', 'fluff']"
"['charli', ""'s"", 'angel']"
"['slick', ',', 'enjoy', 'fast', 'pace', 'hilari', 'action', 'movi']"
"['shame', 'mcg']"
"['good', 'cheesi', 'fun']"
"['continu', 'charact', ""'s"", 'stori', 'light-heart', 'manner', 'previou', 'film']"
"['fun', 'fun', 'fun']"
"['intrigu', 'adventur', ',', 'still', 'miss', 'littl', 'someth', '.']"
"['netflix', '...']"
"['ordinari', ',', 'noth', 'extra']"
"['great', 'sequel', '...', '!']"
"['enjoy', 'sequel', 'much', 'fun', 'origin']"
"['thoroughli', 'enjoy', 'caper']"
"['strike', 'chord', '...']"
"['second', 'vers', ',', 'first']"
"['anoth', 'enjoy', 'enola', 'tale', '!']"
"['2', 'year', 'later']"
"['par', 'origin']"
"['love', 'enola']"
"['new', 'investig', 'elona', 'holm', '.']"
"['awkward', 'socio-polit', 'cring']"
"['forgot', 'concept', 'stori', '...']"
"['bore', 'mediocr']"
"['great', 'film']"
"['keep', 'come']"
"['adventur', 'fun']"
"['enola', 'holm', '2', 'surpass', 'origin', '!']"
"['enola', 'back']"
"['thrill', 'triumphant', 'sequel']"
"['milli', 'usual', 'good', 'job', 'transfix', 'viewer', 'keep', 'entertain', '!']"
"['enjoy', ""'re"", 'watch', ',', 'much', 'make', 'sens']"
"['turn', 'bond']"
"['still', 'good', ',', 'good', '...']"
"['bit', 'mess']"
"['hate', 'movi', '?', 'let', 'count', 'way', '.']"
"['monument', 'stupid', '.']"
"['girl', 'bore', 'web']"
"['watchabl', 'shallow', 'spin-off']"
"['lisbeth', 'saland', ',', 'righter', 'wrong', '?', 'girl', 'dragon', 'tattoo', '?']"
"['lisbeth', 'saland', '...', 'action', 'hero', '?']"
"['tangl', 'spider', ""'s"", 'web']"
"['girl', 'meh', 'movi']"
"['clair', 'foy', 'lisbeth', 'saland']"
"['quit', 'swedish', 'qualiti']"
"['standard', 'action', 'movi', '...']"
"['realli', 'aw', ',', 'deriv', 'movi', 'sjw', 'superhero']"
"['visual', 'entertain', 'direct', 'lack', 'plot', 'darker', 'tone', 'dragon', 'tattoo', 'movi', '.']"
"['stori', ',', ',', 'oh', 'predict', '!']"
"['insult', 'millennium', 'seri']"
"['anoth', 'american', 'miss']"
"['aw', 'movi', '!']"
['disappoint']
"['get', 'stuck']"
"['enough', 'alreadi']"
['bad']
"['third', ',', 'worst', ',', 'langdon-hanks-brown-howard', 'film']"
"['dazzl', 'confus']"
"['piti', 'anyon', 'paid', 'cinema', 'price', 'absurd', 'turkey']"
"['``', 'nation', 'treasur', ""''"", 'better', 'movi']"
"['like', 'bad', 'tv', 'version', 'da', 'vinci', 'code']"
"['product', 'interfer', 'ruin', 'end']"
['*']
"['empti', 'calori', ',', 'mainli', 'due', 'poor', 'direct']"
"['disappoint', 'predict', 'stori']"
"['messi', ',', 'weak', 'lack', 'seriou', 'impact', 'seriou', 'crisi', '.']"
"['wast', 'opportun']"
"['career-low', 'involv']"
"['would', 'chang', 'end', '?', 'best', 'part', 'book', '...', '?']"
"[""n't"", 'watch', 'read', 'book', '...']"
"['sadli', 'disappoint', ',', 'hollow', 'remnant', 'franchis', '.', '.', '.']"
"['good', 'exampl', 'bad', 'product']"
"['good', 'peopl', '/', 'stori', '/', 'money', '/', '&', '$', '5', 'stori', 'adapt']"
"['turkey', 'year']"
"['mysteri', 'thriller', 'set', 'florenc', ',', 'venic', 'istanbul', ';', 'plenti', 'suspens', ',', 'twist', 'turn']"
"['good', 'forgett', '(', 'read', 'book', 'vs', ')', '.']"
"['disappoint', 'chang', 'end']"
"['long', 'wast', 'time']"
"['ron', 'howard', ""'s"", 'inferno', '.']"
"['total', 'disappoint']"
['expect']
"['drown', 'weight', 'cryptic', 'dialogu', 'abstract', 'storytel', '.']"
"['perhap', 'scott', ""'s"", 'underr', 'film', '.']"
"['one', 'counsel', '?']"
"['one', 'greatest', 'moral', 'play', 'time', '...']"
"[""'m"", 'contrarian', ',']"
"['counselor', 'love', 'give', 'one', 'els', 'reason', 'love', ',', 'let', 'alon', 'care', '.']"
"['ca', ""n't"", 'believ', 'crime', 'thriller', 'bore']"
"['judg', '.']"
['wow']
"['stop', 'cormac', '!', 'ridley', 'cameron', 'could', '?']"
"['charact', 'compel', 'interest']"
"['poorly-script', 'drug', 'traffick', 'drama']"
"['convolut', 'equal', 'complex']"
"['counsel', 'counselor']"
"['disappoint', 'neo-noir', 'ridley', 'scott', 'cormac', 'mccarthi']"
"['counselor', ':', 'shakespearean', 'tragedi', 'greed', 'desper', '.']"
"['disappoint', 'limit', 'word', '...']"
"['new', 'level', 'sinist']"
"['counselor', 'prove', 'talent', 'peopl', 'produc', 'horrend', 'mess']"
"['evil', 'audaci', '!', '!', '!']"
"['might', 'monologu']"
"['dark', ',', 'bleak', 'masterpiec', 'predat', '-', '10/10']"
"['dead', 'bore', 'first', 'hour', 'impress', 'end']"
"['absolut', 'brilliant', '!']"
"['whacked-out', 'comedi', 'lot', 'laugh']"
"['tight', 'like', 'tiger']"
"['weakest', 'seri', ',', 'myer', 'still', 'mojo']"
"['austin', ""'s"", 'anatomi']"
"['good', 'second']"
"['everyth', 'love', ',']"
"['gold', 'littl', 'tarnish']"
"['still', 'good', 'time', 'waster']"
"['love', 'gold']"
"['austin', 'powers/mik', 'meyer', 'back', 'along', 'hilari', 'new', 'charact']"
"['wildli', 'hit-or-miss']"
"['tarnish', '``', 'goldmemb', ""''"", 'still', 'shine']"
"['like', 'goooooooold', '....', 'member', '.']"
"['myer', 'excel', 'job', 'differ', 'charact']"
"['still', 'retain', 'humour', ',', 'somehow', 'contain', 'less', 'content']"
"['third', 'time', ""'s"", 'golden', ',', 'babi']"
"['goldmemb', '=', 'pretti', 'good', '!']"
"['ok-', 'worst', 'three']"
"['anoth', 'great', 'spoof', 'movi']"
"['buffooneri', '``', 'goldfing', ""''"", '!']"
"['crazi', 'plot']"
['note']
"['goldmemb', '!', '!']"
['funni']
"['myer', 'geniu']"
"['yeah', ',', 'babi', '!', '!', '!', 'one', 'funniest', 'friggin', ""'"", 'movi', 'time']"
"['mr.', 'mojo', 'rise']"
"['slightli', 'better', 'first']"
"['wonder', 'sequel']"
"['recycl', 'old', 'humor', ',', 'still', 'fun', '...']"
"['better', 'first', 'one', '!']"
"['inevit', 'cheeki', 'myer']"
"['austin', 'power', ':', 'spi', 'shag']"
"['hilari', 'time-wast']"
"['film', 'buff', 'like', '?', '...']"
"['scott', 'dr', '.', 'evil', '!']"
"['man', 'golden', 'pun']"
"['one', 'funniest', 'sequel', 'ever', 'made']"
"['superior', 'sequel']"
"['mostli', 'good', ',', 'one', 'scene', 'unnecessari']"
"['funni', 'nasti', ""'"", 'r-rate', ""'"", 'look', 'stupid', ""'60""]"
"['inferior', 'sequel', ',', 'success', ',', 'lack', 'dri', 'wit', 'predecessor', '.']"
"['still', 'funni', 'lot', 'recycl', 'gag', 'first', 'film']"
"['``', 'smoke', 'sex', '?', ""''"", '``', ""n't"", 'know', '.', ""'ve"", 'never', 'look', ""''""]"
"[""'s"", 'shagadel', 'babi']"
"['``', 'austin', 'power', ':', 'spi', 'shag', ""''"", 'light-heart', 'entertain', 'suppli', 'ton', 'laugh', '!']"
"['uggghhhh', '....', 'funni', '?', ""'s"", 'depress', '!']"
"['funniest', 'joke', '1990']"
"['anoth', 'funni', 'entri', 'seri', ',', 'actual', 'favorit', '.']"
"['hilari', '!']"
"['impress', 'action', 'sequenc', 'let', 'almost', 'everyth', 'els', '.']"
"['dead', 'presid']"
"['excel', 'cinematography-fun', 'remak', '!']"
"['extrem', 'sports=extrem', 'dud']"
"['gopro', 'red', 'bull', 'decid', 'make', 'film']"
"['watch', 'origin', 'one', 'instead']"
"['nonsens', 'plot', 'accompani', 'visual', 'splendor', 'world', ""'s"", 'extrem', 'corner', '.']"
"['point', 'broken']"
"['worst', 'remak', 'ever', '!']"
"[""'s"", 'almost', 'though', 'made', 'terribl', 'movi', 'purpos', '.']"
"['pointless', 'break']"
"['pointless', 'retread']"
"['terribl', 'film']"
['disappoint']
['craptacular']
"['dire', 'far', 'seriou', 'remak']"
"['1/10', '--', 'bewar', 'garbag', '!']"
"[""'s"", 'black', 'eye', 'fan', 'origin', 'might', 'given', 'disast', 'chanc']"
"['pointless', 'hollow', ',', 'budget', ""'s"", 'expand', 'person', 'energi', 'gone']"
"['probabl', 'worst', 'remak', 'ever']"
"['aw', 'movi', 'disgrac', 'origin', '.']"
"['terribl', 'crappi', 'remak', 'awesom', 'classic', 'film']"
"['story-wis', 'mediocr', 'movi', ',', 'stunt', 'sceneri', 'make', '1', 'hour', '45', 'minut', 'worth', 'watch', 'us', 'enjoy', 'sort', 'thing', '.']"
"['horribl', 'movi']"
['empti']
"['awesom', '!']"
"['intellig', 'matur', 'batman', 'cartoon']"
"['batman', ':', 'mask', 'underr', 'classic']"
"['greatest', 'anim', 'batman', 'film', '!']"
"['along', 'tim', 'burton', ""'s"", 'batman', 'return', 'best', 'batman', 'movi', 'date', '.']"
"['like', 'brilliant', 'four-part', 'episod', 'seri', ';', 'lot', 'person', 'wound', 'reveal', ',', 'joker', 'boot', '!']"
"['like', 'first', 'two', 'batman', 'movi', 'definit', 'must', 'see']"
"['first', 'great', 'anim', 'batman', 'movi', '.']"
"['walk', 'edg', 'abyss', 'everi', 'night', '.']"
"['blackest', 'night']"
"['favorit', 'batman', 'movi']"
"['way', 'batman', ""'s"", 'origin', 'meant', 'told']"
['measur']
"['absolut', 'classic', ',', 'best', 'batman', 'movi', 'far']"
"['aww', 'yeah', '--', 'one', 'best', '.']"
"['amaz', 'batman', 'movi']"
"['best', 'romant', 'film', ""'ve"", 'ever', 'seen']"
